sample_id,site,mineral,Au,Cu,Fe,S,O
S00511,Yei_River,gold,1,0,0,0,0
S00512,Yei_River,gold,1,0,0,0,0
S00513,Yei_River,gold,1,0,0,0,0
S00514,Yei_River,gold,1,0,0,0,0
S00515,Yei_River,gold,1,0,0,0,0
S00516,Yei_River,gold,1,0,0,0,0
S00517,Yei_River,gold,1,0,0,0,0
S00518,Yei_River,gold,1,0,0,0,0
S00519,Yei_River,gold,1,0,0,0,0
S00520,Yei_River,gold,1,0,0,0,0
S00521,Yei_River,gold,1,0,0,0,0
S00522,Yei_River,gold,1,0,0,0,0
S00523,Yei_River,gold,1,0,0,0,0
S00524,Yei_River,gold,1,0,0,0,0
S00525,Yei_River,gold,1,0,0,0,0
S00526,Yei_River,gold,1,0,0,0,0
S00527,Yei_River,gold,1,0,0,0,0
S00528,Yei_River,gold,1,0,0,0,0
S00529,Yei_River,gold,1,0,0,0,0
S00530,Yei_River,gold,1,0,0,0,0
S00531,Yei_River,gold,1,0,0,0,0
S00532,Yei_River,gold,1,0,0,0,0
S00533,Yei_River,gold,1,0,0,0,0
S00534,Yei_River,gold,1,0,0,0,0
S00535,Yei_River,gold,1,0,0,0,0
S00536,Yei_River,gold,1,0,0,0,0
S00537,Yei_River,gold,1,0,0,0,0
S00538,Yei_River,gold,1,0,0,0,0
S00539,Yei_River,gold,1,0,0,0,0
S00540,Yei_River,gold,1,0,0,0,0
S00541,Yei_River,gold,1,0,0,0,0
S00542,Yei_River,chalcopyrite,0,1,1,2,0
S00543,Yei_River,chalcopyrite,0,1,1,2,0
S00544,Yei_River,chalcopyrite,0,1,1,2,0
S00545,Yei_River,chalcopyrite,0,1,1,2,0
S00546,Yei_River,chalcopyrite,0,1,1,2,0
S00547,Yei_River,chalcopyrite,0,1,1,2,0
S00548,Yei_River,chalcopyrite,0,1,1,2,0
S00549,Yei_River,chalcopyrite,0,1,1,2,0
S00550,Yei_River,chalcopyrite,0,1,1,2,0
S00551,Yei_River,chalcopyrite,0,1,1,2,0
S00552,Yei_River,chalcopyrite,0,1,1,2,0
S00553,Yei_River,chalcopyrite,0,1,1,2,0
S00554,Yei_River,chalcopyrite,0,1,1,2,0
S00555,Yei_River,chalcopyrite,0,1,1,2,0
S00556,Yei_River,chalcopyrite,0,1,1,2,0
S00557,Yei_River,chalcopyrite,0,1,1,2,0
S00558,Yei_River,chalcopyrite,0,1,1,2,0
S00559,Yei_River,chalcopyrite,0,1,1,2,0
S00560,Yei_River,chalcopyrite,0,1,1,2,0
S00561,Yei_River,chalcopyrite,0,1,1,2,0
S00562,Yei_River,chalcopyrite,0,1,1,2,0
S00563,Yei_River,chalcopyrite,0,1,1,2,0
S00564,Yei_River,chalcopyrite,0,1,1,2,0
S00565,Yei_River,chalcopyrite,0,1,1,2,0
S00566,Yei_River,chalcopyrite,0,1,1,2,0
S00567,Yei_River,chalcopyrite,0,1,1,2,0
S00568,Yei_River,chalcopyrite,0,1,1,2,0
S00569,Yei_River,chalcopyrite,0,1,1,2,0
S00570,Yei_River,chalcopyrite,0,1,1,2,0
S00571,Yei_River,chalcopyrite,0,1,1,2,0
S00572,Yei_River,chalcopyrite,0,1,1,2,0
S00573,Yei_River,chalcopyrite,0,1,1,2,0
S00574,Yei_River,chalcopyrite,0,1,1,2,0
S00575,Yei_River,chalcopyrite,0,1,1,2,0
S00576,Yei_River,chalcopyrite,0,1,1,2,0
S00577,Yei_River,chalcopyrite,0,1,1,2,0
S00578,Yei_River,chalcopyrite,0,1,1,2,0
S00579,Yei_River,chalcopyrite,0,1,1,2,0
S00580,Yei_River,chalcopyrite,0,1,1,2,0
S00581,Yei_River,chalcopyrite,0,1,1,2,0
S00582,Yei_River,chalcopyrite,0,1,1,2,0
S00583,Yei_River,chalcopyrite,0,1,1,2,0
S00584,Yei_River,chalcopyrite,0,1,1,2,0
S00585,Yei_River,chalcopyrite,0,1,1,2,0
S00586,Yei_River,chalcopyrite,0,1,1,2,0
S00587,Yei_River,chalcopyrite,0,1,1,2,0
S00588,Yei_River,chalcopyrite,0,1,1,2,0
S00589,Yei_River,chalcopyrite,0,1,1,2,0
S00590,Yei_River,chalcopyrite,0,1,1,2,0
S00591,Yei_River,chalcopyrite,0,1,1,2,0
S00592,Yei_River,chalcopyrite,0,1,1,2,0
S00593,Yei_River,chalcopyrite,0,1,1,2,0
S00594,Yei_River,chalcopyrite,0,1,1,2,0
S00595,Yei_River,chalcopyrite,0,1,1,2,0
S00596,Yei_River,chalcopyrite,0,1,1,2,0
S00597,Yei_River,chalcopyrite,0,1,1,2,0
S00598,Yei_River,chalcopyrite,0,1,1,2,0
S00599,Yei_River,chalcopyrite,0,1,1,2,0
S00600,Yei_River,chalcopyrite,0,1,1,2,0
S00601,Yei_River,chalcopyrite,0,1,1,2,0
S00602,Yei_River,chalcopyrite,0,1,1,2,0
S00603,Yei_River,chalcopyrite,0,1,1,2,0
S00604,Yei_River,chalcopyrite,0,1,1,2,0
S00605,Yei_River,chalcopyrite,0,1,1,2,0
S00606,Yei_River,chalcopyrite,0,1,1,2,0
S00607,Yei_River,chalcopyrite,0,1,1,2,0
S00608,Yei_River,chalcopyrite,0,1,1,2,0
S00609,Yei_River,chalcopyrite,0,1,1,2,0
S00610,Yei_River,chalcopyrite,0,1,1,2,0
S00611,Yei_River,chalcopyrite,0,1,1,2,0
S00612,Yei_River,chalcopyrite,0,1,1,2,0
S00613,Yei_River,chalcopyrite,0,1,1,2,0
S00614,Yei_River,chalcopyrite,0,1,1,2,0
S00615,Yei_River,chalcopyrite,0,1,1,2,0
S00616,Yei_River,chalcopyrite,0,1,1,2,0
S00617,Yei_River,chalcopyrite,0,1,1,2,0
S00618,Yei_River,chalcopyrite,0,1,1,2,0
S00619,Yei_River,chalcopyrite,0,1,1,2,0
S00620,Yei_River,chalcopyrite,0,1,1,2,0
S00621,Yei_River,chalcopyrite,0,1,1,2,0
S00622,Yei_River,chalcopyrite,0,1,1,2,0
S00623,Yei_River,chalcopyrite,0,1,1,2,0
S00624,Yei_River,chalcopyrite,0,1,1,2,0
S00625,Yei_River,chalcopyrite,0,1,1,2,0
S00626,Yei_River,chalcopyrite,0,1,1,2,0
S00627,Yei_River,chalcopyrite,0,1,1,2,0
S00628,Yei_River,chalcopyrite,0,1,1,2,0
S00629,Yei_River,chalcopyrite,0,1,1,2,0
S00630,Yei_River,chalcopyrite,0,1,1,2,0
S00631,Yei_River,chalcopyrite,0,1,1,2,0
S00632,Yei_River,chalcopyrite,0,1,1,2,0
S00633,Yei_River,chalcopyrite,0,1,1,2,0
S00634,Yei_River,chalcopyrite,0,1,1,2,0
S00635,Yei_River,chalcopyrite,0,1,1,2,0
S00636,Yei_River,chalcopyrite,0,1,1,2,0
S00637,Yei_River,chalcopyrite,0,1,1,2,0
S00638,Yei_River,chalcopyrite,0,1,1,2,0
S00639,Yei_River,chalcopyrite,0,1,1,2,0
S00640,Yei_River,hematite,0,0,2,0,3
S00641,Yei_River,hematite,0,0,2,0,3
S00642,Yei_River,hematite,0,0,2,0,3
S00643,Yei_River,hematite,0,0,2,0,3
S00644,Yei_River,hematite,0,0,2,0,3
S00645,Yei_River,hematite,0,0,2,0,3
S00646,Yei_River,hematite,0,0,2,0,3
S00647,Yei_River,hematite,0,0,2,0,3
S00648,Yei_River,hematite,0,0,2,0,3
S00649,Yei_River,hematite,0,0,2,0,3
S00650,Yei_River,hematite,0,0,2,0,3
S00651,Yei_River,hematite,0,0,2,0,3
S00652,Yei_River,hematite,0,0,2,0,3
S00653,Yei_River,hematite,0,0,2,0,3
S00654,Yei_River,hematite,0,0,2,0,3
S00655,Yei_River,hematite,0,0,2,0,3
S00656,Yei_River,hematite,0,0,2,0,3
S00657,Yei_River,hematite,0,0,2,0,3
S00658,Yei_River,hematite,0,0,2,0,3
S00659,Yei_River,hematite,0,0,2,0,3
S00660,Yei_River,hematite,0,0,2,0,3
S00661,Yei_River,hematite,0,0,2,0,3
S00662,Yei_River,hematite,0,0,2,0,3
S00663,Yei_River,hematite,0,0,2,0,3
S00664,Yei_River,hematite,0,0,2,0,3
S00665,Yei_River,hematite,0,0,2,0,3
S00666,Yei_River,hematite,0,0,2,0,3
S00667,Yei_River,hematite,0,0,2,0,3
S00668,Yei_River,hematite,0,0,2,0,3
S00669,Yei_River,hematite,0,0,2,0,3
S00670,Yei_River,hematite,0,0,2,0,3
S00671,Yei_River,hematite,0,0,2,0,3
S00672,Yei_River,hematite,0,0,2,0,3
S00673,Yei_River,hematite,0,0,2,0,3
S00674,Yei_River,hematite,0,0,2,0,3
S00675,Yei_River,hematite,0,0,2,0,3
S00676,Yei_River,hematite,0,0,2,0,3
S00677,Yei_River,hematite,0,0,2,0,3
S00678,Yei_River,hematite,0,0,2,0,3
S00679,Yei_River,hematite,0,0,2,0,3
S00680,Yei_River,hematite,0,0,2,0,3
S00681,Yei_River,hematite,0,0,2,0,3
S00682,Yei_River,hematite,0,0,2,0,3
S00683,Yei_River,hematite,0,0,2,0,3
S00684,Yei_River,hematite,0,0,2,0,3
S00685,Yei_River,hematite,0,0,2,0,3
S00686,Yei_River,hematite,0,0,2,0,3
S00687,Yei_River,hematite,0,0,2,0,3
S00688,Yei_River,hematite,0,0,2,0,3
S00689,Yei_River,hematite,0,0,2,0,3
S00690,Yei_River,hematite,0,0,2,0,3
S00691,Yei_River,hematite,0,0,2,0,3
S00692,Yei_River,hematite,0,0,2,0,3
S00693,Yei_River,hematite,0,0,2,0,3
S00694,Yei_River,hematite,0,0,2,0,3
S00695,Yei_River,hematite,0,0,2,0,3
S00696,Yei_River,hematite,0,0,2,0,3
S00697,Yei_River,hematite,0,0,2,0,3
S00698,Yei_River,hematite,0,0,2,0,3
S00699,Yei_River,hematite,0,0,2,0,3
S00700,Yei_River,hematite,0,0,2,0,3
S00701,Yei_River,hematite,0,0,2,0,3
S00702,Yei_River,hematite,0,0,2,0,3
S00703,Yei_River,hematite,0,0,2,0,3
S00704,Yei_River,hematite,0,0,2,0,3
