sample_id,site,mineral,image_path,audio_path,Au,Cu,Fe,S,O
S00149,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\08304360017679823215036.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_002.wav,0,1,1,2,0
S00150,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\08594030017680042706205.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_008.wav,0,1,1,2,0
S00151,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\08733330017685136861466.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_006.wav,0,1,1,2,0
S00152,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\08759980017663379841245.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_009.wav,0,1,1,2,0
S00153,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\08771400017664258768816.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_009.wav,0,1,1,2,0
S00154,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\08822860017682094593837.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_008.wav,0,1,1,2,0
S00155,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\08859460017667738087659.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_004.wav,0,1,1,2,0
S00156,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\08984310017676575488858.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_004.wav,0,1,1,2,0
S00157,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\09184430017667737966093.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_000.wav,0,1,1,2,0
S00158,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\09305950017666093578565 (1).jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_005.wav,0,1,1,2,0
S00159,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\09305950017666093578565.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_004.wav,0,1,1,2,0
S00160,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\09564060017680273669760.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_003.wav,0,1,1,2,0
S00161,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\09646710017671502108802.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_002.wav,0,1,1,2,0
S00162,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\09677500017683471067089.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_001.wav,0,1,1,2,0
S00163,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\09745930017668371542015.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_003.wav,0,1,1,2,0
S00164,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\09863160017679823172376.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_006.wav,0,1,1,2,0
S00165,Kapoeta_East,chalcopyrite,images\Kapoeta_East\chalcopyrite\09939090017683747485820.jpg,audio\Kapoeta_East\chalcopyrite\Kapoeta_East_chalcopyrite_009.wav,0,1,1,2,0
S00166,Kapoeta_East,hematite,images\Kapoeta_East\hematite\00005200017689449142879.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_007.wav,0,0,2,0,3
S00167,Kapoeta_East,hematite,images\Kapoeta_East\hematite\00023390017679535185844.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_008.wav,0,0,2,0,3
S00168,Kapoeta_East,hematite,images\Kapoeta_East\hematite\00061590017682943039097.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_004.wav,0,0,2,0,3
S00169,Kapoeta_East,hematite,images\Kapoeta_East\hematite\00395990017685692917616.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_002.wav,0,0,2,0,3
S00170,Kapoeta_East,hematite,images\Kapoeta_East\hematite\00451780017692656564615.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_002.wav,0,0,2,0,3
S00171,Kapoeta_East,hematite,images\Kapoeta_East\hematite\00522400017680531932042.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_001.wav,0,0,2,0,3
S00172,Kapoeta_East,hematite,images\Kapoeta_East\hematite\00632440017696770255454.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_005.wav,0,0,2,0,3
S00173,Kapoeta_East,hematite,images\Kapoeta_East\hematite\01196230017673288536875.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_007.wav,0,0,2,0,3
S00174,Kapoeta_East,hematite,images\Kapoeta_East\hematite\01273930017694612824838.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_004.wav,0,0,2,0,3
S00175,Kapoeta_East,hematite,images\Kapoeta_East\hematite\01291090017680619799543.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_005.wav,0,0,2,0,3
S00176,Kapoeta_East,hematite,images\Kapoeta_East\hematite\01374720017671692723006.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_001.wav,0,0,2,0,3
S00177,Kapoeta_East,hematite,images\Kapoeta_East\hematite\01402550017680533308886.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_000.wav,0,0,2,0,3
S00178,Kapoeta_East,hematite,images\Kapoeta_East\hematite\01429650017674838148837.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_002.wav,0,0,2,0,3
S00179,Kapoeta_East,hematite,images\Kapoeta_East\hematite\01887150017680531969283.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_005.wav,0,0,2,0,3
S00180,Kapoeta_East,hematite,images\Kapoeta_East\hematite\02153720017697345153042.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_000.wav,0,0,2,0,3
S00181,Kapoeta_East,hematite,images\Kapoeta_East\hematite\02302050017680531972614.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_004.wav,0,0,2,0,3
S00182,Kapoeta_East,hematite,images\Kapoeta_East\hematite\02307920017686977301252.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_001.wav,0,0,2,0,3
S00183,Kapoeta_East,hematite,images\Kapoeta_East\hematite\02329790017682943058031.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_004.wav,0,0,2,0,3
S00184,Kapoeta_East,hematite,images\Kapoeta_East\hematite\02330560017672623656788.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_002.wav,0,0,2,0,3
S00185,Kapoeta_East,hematite,images\Kapoeta_East\hematite\02346240017683962156562.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_005.wav,0,0,2,0,3
S00186,Kapoeta_East,hematite,images\Kapoeta_East\hematite\02668660017680533293630.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_004.wav,0,0,2,0,3
S00187,Kapoeta_East,hematite,images\Kapoeta_East\hematite\02783660017672704624065.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_000.wav,0,0,2,0,3
S00188,Kapoeta_East,hematite,images\Kapoeta_East\hematite\02786880017680441333086.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_003.wav,0,0,2,0,3
S00189,Kapoeta_East,hematite,images\Kapoeta_East\hematite\02804920017680531945909.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_001.wav,0,0,2,0,3
S00190,Kapoeta_East,hematite,images\Kapoeta_East\hematite\02998330017692786998710.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_002.wav,0,0,2,0,3
S00191,Kapoeta_East,hematite,images\Kapoeta_East\hematite\03029860017689714602867.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_005.wav,0,0,2,0,3
S00192,Kapoeta_East,hematite,images\Kapoeta_East\hematite\03250560017689218922147.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_002.wav,0,0,2,0,3
S00193,Kapoeta_East,hematite,images\Kapoeta_East\hematite\03493830017680616838244.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_002.wav,0,0,2,0,3
S00194,Kapoeta_East,hematite,images\Kapoeta_East\hematite\03540590017684498169620.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_004.wav,0,0,2,0,3
S00195,Kapoeta_East,hematite,images\Kapoeta_East\hematite\03581280017689218905220.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_001.wav,0,0,2,0,3
S00196,Kapoeta_East,hematite,images\Kapoeta_East\hematite\03660250017687067266625.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_006.wav,0,0,2,0,3
S00197,Kapoeta_East,hematite,images\Kapoeta_East\hematite\03677640017674754581144.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_009.wav,0,0,2,0,3
S00198,Kapoeta_East,hematite,images\Kapoeta_East\hematite\04174610017685571493498.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_006.wav,0,0,2,0,3
S00199,Kapoeta_East,hematite,images\Kapoeta_East\hematite\04378760017682943035444.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_004.wav,0,0,2,0,3
S00200,Kapoeta_East,hematite,images\Kapoeta_East\hematite\04394620017674676561965.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_002.wav,0,0,2,0,3
S00201,Kapoeta_East,hematite,images\Kapoeta_East\hematite\04458680017680533276410.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_001.wav,0,0,2,0,3
S00202,Kapoeta_East,hematite,images\Kapoeta_East\hematite\04459720017680533266766.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_008.wav,0,0,2,0,3
S00203,Kapoeta_East,hematite,images\Kapoeta_East\hematite\04631980017682196915971.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_007.wav,0,0,2,0,3
S00204,Kapoeta_East,hematite,images\Kapoeta_East\hematite\04660280017680531934985.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_007.wav,0,0,2,0,3
S00205,Kapoeta_East,hematite,images\Kapoeta_East\hematite\04699350017689714596007 (1).jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_004.wav,0,0,2,0,3
S00206,Kapoeta_East,hematite,images\Kapoeta_East\hematite\04980230017676418184047.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_002.wav,0,0,2,0,3
S00207,Kapoeta_East,hematite,images\Kapoeta_East\hematite\04996130017682618518372.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_001.wav,0,0,2,0,3
S00208,Kapoeta_East,hematite,images\Kapoeta_East\hematite\05357930017684148657853.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_003.wav,0,0,2,0,3
S00209,Kapoeta_East,hematite,images\Kapoeta_East\hematite\05564820017685018083418.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_003.wav,0,0,2,0,3
S00210,Kapoeta_East,hematite,images\Kapoeta_East\hematite\05583740017682703109533.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_009.wav,0,0,2,0,3
S00211,Kapoeta_East,hematite,images\Kapoeta_East\hematite\06036680017680441865667.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_009.wav,0,0,2,0,3
S00212,Kapoeta_East,hematite,images\Kapoeta_East\hematite\06407620017679941198488.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_007.wav,0,0,2,0,3
S00213,Kapoeta_East,hematite,images\Kapoeta_East\hematite\06431320017685571497965.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_001.wav,0,0,2,0,3
S00214,Kapoeta_East,hematite,images\Kapoeta_East\hematite\06715010017680531965299.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_002.wav,0,0,2,0,3
S00215,Kapoeta_East,hematite,images\Kapoeta_East\hematite\06744580017689449149366.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_009.wav,0,0,2,0,3
S00216,Kapoeta_East,hematite,images\Kapoeta_East\hematite\06867790017678809053095.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_007.wav,0,0,2,0,3
S00217,Kapoeta_East,hematite,images\Kapoeta_East\hematite\06892040017682466656054.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_007.wav,0,0,2,0,3
S00218,Kapoeta_East,hematite,images\Kapoeta_East\hematite\07074170017689218911985.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_007.wav,0,0,2,0,3
S00219,Kapoeta_East,hematite,images\Kapoeta_East\hematite\07204960017685692918411.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_004.wav,0,0,2,0,3
S00220,Kapoeta_East,hematite,images\Kapoeta_East\hematite\07434280017689449139383.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_006.wav,0,0,2,0,3
S00221,Kapoeta_East,hematite,images\Kapoeta_East\hematite\07545960017689714595412.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_003.wav,0,0,2,0,3
S00222,Kapoeta_East,hematite,images\Kapoeta_East\hematite\07605630017683595045592.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_003.wav,0,0,2,0,3
S00223,Kapoeta_East,hematite,images\Kapoeta_East\hematite\07719930017681792526095.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_007.wav,0,0,2,0,3
S00224,Kapoeta_East,hematite,images\Kapoeta_East\hematite\07884050017682177437227.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_008.wav,0,0,2,0,3
S00225,Kapoeta_East,hematite,images\Kapoeta_East\hematite\07893620017689218932779.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_001.wav,0,0,2,0,3
S00226,Kapoeta_East,hematite,images\Kapoeta_East\hematite\08500640017685571492295.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_006.wav,0,0,2,0,3
S00227,Kapoeta_East,hematite,images\Kapoeta_East\hematite\08791430017680531941831.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_007.wav,0,0,2,0,3
S00228,Kapoeta_East,hematite,images\Kapoeta_East\hematite\09019640017685692913069.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_003.wav,0,0,2,0,3
S00229,Kapoeta_East,hematite,images\Kapoeta_East\hematite\09257840017680531932964.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_009.wav,0,0,2,0,3
S00230,Kapoeta_East,hematite,images\Kapoeta_East\hematite\09339410017678498374793.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_005.wav,0,0,2,0,3
S00231,Kapoeta_East,hematite,images\Kapoeta_East\hematite\09436530017689449148446.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_006.wav,0,0,2,0,3
S00232,Kapoeta_East,hematite,images\Kapoeta_East\hematite\09466420017685018081082.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_004.wav,0,0,2,0,3
S00233,Kapoeta_East,hematite,images\Kapoeta_East\hematite\09468660017687243092991.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_001.wav,0,0,2,0,3
S00234,Kapoeta_East,hematite,images\Kapoeta_East\hematite\09515520017689218928827.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_005.wav,0,0,2,0,3
S00235,Kapoeta_East,hematite,images\Kapoeta_East\hematite\09576660017680531887696.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_002.wav,0,0,2,0,3
S00236,Kapoeta_East,hematite,images\Kapoeta_East\hematite\09693440017683962148719.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_005.wav,0,0,2,0,3
S00237,Kapoeta_East,hematite,images\Kapoeta_East\hematite\09793020017673756407196.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_002.wav,0,0,2,0,3
S00238,Kapoeta_East,hematite,images\Kapoeta_East\hematite\09821660017675802308289.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_006.wav,0,0,2,0,3
S00239,Kapoeta_East,hematite,images\Kapoeta_East\hematite\09831030017680533279376.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_004.wav,0,0,2,0,3
S00240,Kapoeta_East,hematite,images\Kapoeta_East\hematite\09974090017683212232814.jpg,audio\Kapoeta_East\hematite\Kapoeta_East_hematite_002.wav,0,0,2,0,3
S00241,Central_Equatoria,gold,images\Central_Equatoria\gold\00081230017663975235325.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_008.wav,1,0,0,0,0
S00242,Central_Equatoria,gold,images\Central_Equatoria\gold\00133860017665798544624.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_004.wav,1,0,0,0,0
S00243,Central_Equatoria,gold,images\Central_Equatoria\gold\00525480017640944004012.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_008.wav,1,0,0,0,0
S00244,Central_Equatoria,gold,images\Central_Equatoria\gold\00560600017644271983607.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_009.wav,1,0,0,0,0
S00245,Central_Equatoria,gold,images\Central_Equatoria\gold\01086100017645840805314.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_001.wav,1,0,0,0,0
S00246,Central_Equatoria,gold,images\Central_Equatoria\gold\01120100017676540869881.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_000.wav,1,0,0,0,0
S00247,Central_Equatoria,gold,images\Central_Equatoria\gold\01404480017700468059602.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_003.wav,1,0,0,0,0
S00248,Central_Equatoria,gold,images\Central_Equatoria\gold\01421120017637661217720.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_009.wav,1,0,0,0,0
S00249,Central_Equatoria,gold,images\Central_Equatoria\gold\01459350017647364032767.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_002.wav,1,0,0,0,0
S00250,Central_Equatoria,gold,images\Central_Equatoria\gold\01469190017640943987789.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_008.wav,1,0,0,0,0
S00251,Central_Equatoria,gold,images\Central_Equatoria\gold\01604920017645486223558.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_000.wav,1,0,0,0,0
S00252,Central_Equatoria,gold,images\Central_Equatoria\gold\01612100017672924769402.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_008.wav,1,0,0,0,0
S00253,Central_Equatoria,gold,images\Central_Equatoria\gold\01800480017649994904879.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_004.wav,1,0,0,0,0
S00254,Central_Equatoria,gold,images\Central_Equatoria\gold\01997320017663125882328.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_003.wav,1,0,0,0,0
S00255,Central_Equatoria,gold,images\Central_Equatoria\gold\02016580017682943046764.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_007.wav,1,0,0,0,0
S00256,Central_Equatoria,gold,images\Central_Equatoria\gold\02073400017645708055768.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_003.wav,1,0,0,0,0
S00257,Central_Equatoria,gold,images\Central_Equatoria\gold\02238780017650352363259.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_009.wav,1,0,0,0,0
S00258,Central_Equatoria,gold,images\Central_Equatoria\gold\02352870017640927692743.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_006.wav,1,0,0,0,0
S00259,Central_Equatoria,gold,images\Central_Equatoria\gold\02452390017661647222135.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_007.wav,1,0,0,0,0
S00260,Central_Equatoria,gold,images\Central_Equatoria\gold\02583350017688450809183.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_007.wav,1,0,0,0,0
S00261,Central_Equatoria,gold,images\Central_Equatoria\gold\02639720017646455335322.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_003.wav,1,0,0,0,0
S00262,Central_Equatoria,gold,images\Central_Equatoria\gold\02792250017653653209756.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_009.wav,1,0,0,0,0
S00263,Central_Equatoria,gold,images\Central_Equatoria\gold\02810870017644271987739.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_009.wav,1,0,0,0,0
S00264,Central_Equatoria,gold,images\Central_Equatoria\gold\02972380017645131169227.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_006.wav,1,0,0,0,0
S00265,Central_Equatoria,gold,images\Central_Equatoria\gold\03507260017682094419884.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_002.wav,1,0,0,0,0
S00266,Central_Equatoria,gold,images\Central_Equatoria\gold\03512320017678893456615.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_001.wav,1,0,0,0,0
S00267,Central_Equatoria,gold,images\Central_Equatoria\gold\03702900017684991849920.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_002.wav,1,0,0,0,0
S00268,Central_Equatoria,gold,images\Central_Equatoria\gold\03757750017677604976686.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_006.wav,1,0,0,0,0
S00269,Central_Equatoria,gold,images\Central_Equatoria\gold\03906910017682848292187.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_002.wav,1,0,0,0,0
S00270,Central_Equatoria,gold,images\Central_Equatoria\gold\04106050017655014729785.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_009.wav,1,0,0,0,0
S00271,Central_Equatoria,gold,images\Central_Equatoria\gold\04110150017663066574642.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_006.wav,1,0,0,0,0
S00272,Central_Equatoria,gold,images\Central_Equatoria\gold\04225180017660131536461.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_005.wav,1,0,0,0,0
S00273,Central_Equatoria,gold,images\Central_Equatoria\gold\04347250017672931915777.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_005.wav,1,0,0,0,0
S00274,Central_Equatoria,gold,images\Central_Equatoria\gold\04530100017645840801174.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_004.wav,1,0,0,0,0
S00275,Central_Equatoria,gold,images\Central_Equatoria\gold\04532780017644536313561.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_004.wav,1,0,0,0,0
S00276,Central_Equatoria,gold,images\Central_Equatoria\gold\04919250017688590772425.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_009.wav,1,0,0,0,0
S00277,Central_Equatoria,gold,images\Central_Equatoria\gold\04921590017650170776548.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_004.wav,1,0,0,0,0
S00278,Central_Equatoria,gold,images\Central_Equatoria\gold\04930840017650376652856.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_000.wav,1,0,0,0,0
S00279,Central_Equatoria,gold,images\Central_Equatoria\gold\05106660017686038357234.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_004.wav,1,0,0,0,0
S00280,Central_Equatoria,gold,images\Central_Equatoria\gold\05177270017682943047419.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_006.wav,1,0,0,0,0
S00281,Central_Equatoria,gold,images\Central_Equatoria\gold\05550660017640931867946.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_004.wav,1,0,0,0,0
S00282,Central_Equatoria,gold,images\Central_Equatoria\gold\05575350017667500871483.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_001.wav,1,0,0,0,0
S00283,Central_Equatoria,gold,images\Central_Equatoria\gold\05647640017685880971497.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_000.wav,1,0,0,0,0
S00284,Central_Equatoria,gold,images\Central_Equatoria\gold\05852880017640927598020.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_008.wav,1,0,0,0,0
S00285,Central_Equatoria,gold,images\Central_Equatoria\gold\05884700017703264898120.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_009.wav,1,0,0,0,0
S00286,Central_Equatoria,gold,images\Central_Equatoria\gold\06270300017676576333168.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_002.wav,1,0,0,0,0
S00287,Central_Equatoria,gold,images\Central_Equatoria\gold\06287950017640943988238.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_007.wav,1,0,0,0,0
S00288,Central_Equatoria,gold,images\Central_Equatoria\gold\06331770017652140506932.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_003.wav,1,0,0,0,0
S00289,Central_Equatoria,gold,images\Central_Equatoria\gold\06369500017672924768567.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_003.wav,1,0,0,0,0
S00290,Central_Equatoria,gold,images\Central_Equatoria\gold\06461300017663335012836.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_000.wav,1,0,0,0,0
S00291,Central_Equatoria,gold,images\Central_Equatoria\gold\06701280017678498404586.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_000.wav,1,0,0,0,0
S00292,Central_Equatoria,gold,images\Central_Equatoria\gold\06736710017645840807937.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_000.wav,1,0,0,0,0
S00293,Central_Equatoria,gold,images\Central_Equatoria\gold\06851650017683436602235.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_007.wav,1,0,0,0,0
S00294,Central_Equatoria,gold,images\Central_Equatoria\gold\06871870017672924755941.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_007.wav,1,0,0,0,0
S00295,Central_Equatoria,gold,images\Central_Equatoria\gold\06892040017682466656054.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_004.wav,1,0,0,0,0
S00296,Central_Equatoria,gold,images\Central_Equatoria\gold\07029050017661647226803.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_004.wav,1,0,0,0,0
S00297,Central_Equatoria,gold,images\Central_Equatoria\gold\07223070017663765915203.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_009.wav,1,0,0,0,0
S00298,Central_Equatoria,gold,images\Central_Equatoria\gold\07258520017674417448270.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_005.wav,1,0,0,0,0
S00299,Central_Equatoria,gold,images\Central_Equatoria\gold\07261730017650376655288.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_004.wav,1,0,0,0,0
S00300,Central_Equatoria,gold,images\Central_Equatoria\gold\07267340017676540858658.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_008.wav,1,0,0,0,0
S00301,Central_Equatoria,gold,images\Central_Equatoria\gold\07306600017682848291094.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_007.wav,1,0,0,0,0
S00302,Central_Equatoria,gold,images\Central_Equatoria\gold\07940110017688508748319.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_000.wav,1,0,0,0,0
S00303,Central_Equatoria,gold,images\Central_Equatoria\gold\07946850017693853943811.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_008.wav,1,0,0,0,0
S00304,Central_Equatoria,gold,images\Central_Equatoria\gold\08069800017644536315284.jpg,audio\Central_Equatoria\gold\Central_Equatoria_gold_005.wav,1,0,0,0,0
